x,y,curvature
346482.236288,4070136.753084,0.08289045129426205
346481.94831,4070136.462316,0.09933212021170529
346481.604133,4070136.191054,0.11134343167032805
346481.187749,4070135.876699,0.12723817306022392
346480.771365,4070135.562344,0.14344195939624146
346480.354981,4070135.247989,0.15940827496315052
346479.838181,4070135.142599,0.1600610736224901
346479.321382,4070135.03721,0.15985118221597414
346478.804582,4070134.93182,0.15877639798965085
346478.341122,4070134.978993,0.144455564911136
346477.877662,4070135.026166,0.12965213948203458
346477.414202,4070135.073338,0.1147617918023904
346476.950742,4070135.120511,0.09682943266796812
346476.565871,4070135.234708,0.07286139400994908
346476.181,4070135.348906,0.04805868231017277
346475.79613,4070135.463103,0.015644112970877255
346475.292909,4070135.616421,0.01024870015742873
346474.789688,4070135.769738,0.036387816331214545
346474.286467,4070135.923056,0.06802932575581645
346473.788599,4070136.042984,0.08927785229138696
346473.290731,4070136.162912,0.10959323051564529
346472.792862,4070136.28284,0.12989950476383638
346472.260138,4070136.285016,0.14138980280073316
346471.727414,4070136.287193,0.14810428670974932
346471.194689,4070136.28937,0.15494311829438173
346470.714907,4070136.090833,0.150219789424591
346470.235125,4070135.892296,0.146120360772367
346469.755344,4070135.693759,0.14143521117033808
346469.347686,4070135.36815,0.12679614905868986
346468.940028,4070135.042541,0.11196206125211974
346468.53237,4070134.716931,0.09619831806313513
346468.163127,4070134.375834,0.07709347070194855
346467.793883,4070134.034737,0.062078523709036125
346467.424639,4070133.69364,0.04657188248462271
346467.118247,4070133.413376,0.03155573121966579
346466.811856,4070133.133113,0.02489086445704192
346466.505464,4070132.852849,0.01777789188616245
346466.199073,4070132.572586,0.010223051546751521
346465.905208,4070132.290274,0.00823892784518079
346465.611344,4070132.007962,0.006093180339832906
346465.31748,4070131.725651,0.003771848029927066
346465.023615,4070131.443339,0.00335260143643395
346464.729751,4070131.161027,0.0029024737591385736
346464.435886,4070130.878716,0.002419103316917472
346464.142022,4070130.596404,0.0018194007759734618
346463.848158,4070130.314092,0.00121629062965506
346463.554293,4070130.03178,0.0
346463.260429,4070129.749469,0.0
346462.966565,4070129.467157,0.0
346462.6727,4070129.184845,0.0
346462.378836,4070128.902533,0.0
346462.084971,4070128.620222,0.0
346461.791107,4070128.33791,0.0
346461.497243,4070128.055598,0.0
346461.203378,4070127.773286,0.0
346460.909514,4070127.490975,0.0
346460.61565,4070127.208663,0.0
346460.321785,4070126.926351,0.0
346460.027921,4070126.64404,0.0
346459.734057,4070126.361728,0.0
346459.440192,4070126.079416,0.0
346459.146328,4070125.797104,0.0
346458.852463,4070125.514793,0.0
346458.558599,4070125.232481,0.0
346458.264735,4070124.950169,0.0
346457.97087,4070124.667857,0.0011446381277510967
346457.677006,4070124.385546,0.0015224569233130223
346457.383142,4070124.103234,0.0018985237240128747
346457.089277,4070123.820922,0.002272679616612833
346456.795413,4070123.53861,0.0026450518671823384
346456.501549,4070123.256299,0.0030156070794112723
346456.207684,4070122.973987,0.003384272992391726
346455.91382,4070122.691675,0.00375130335001426
346455.610781,4070122.4094,0.0033679427691923453
346455.307742,4070122.127124,0.002986460980555601
346455.004703,4070121.844848,0.002606849549736329
346454.701664,4070121.562573,0.0022290191579525274
346454.398625,4070121.280297,0.001853004162572793
346454.095586,4070120.998021,0.0014788382929149617
346453.792547,4070120.715745,0.0011064334224045755
346453.489508,4070120.43347,0.0
346453.186469,4070120.151194,0.0
346452.88343,4070119.868918,0.0
346452.580391,4070119.586643,0.0
346452.277352,4070119.304367,0.0
346451.974313,4070119.022091,0.0
346451.671274,4070118.739816,0.0
346451.368235,4070118.45754,0.0
346451.065196,4070118.175264,0.0
346450.762157,4070117.892988,0.0
346450.459118,4070117.610713,0.0
346450.156079,4070117.328437,0.0
346449.85304,4070117.046161,0.0
346449.550001,4070116.763886,0.008137671706159349
346449.246962,4070116.48161,0.013556688179002468
346448.943923,4070116.199334,0.020708082687973445
346448.640884,4070115.917059,0.026732804037724888
346448.337845,4070115.634783,0.0345954931345348
346448.034806,4070115.352507,0.049439119629402686
346447.731767,4070115.070232,0.06069375951606174
346447.42911,4070114.790826,0.07132173501213472
346447.126453,4070114.511421,0.08306050873520127
346446.823796,4070114.232016,0.09431852630486827
346446.445707,4070114.061247,0.09636380198085688
346445.912682,4070113.715696,0.10409749556361524
346445.371729,4070113.425778,0.11180066504305813
346444.82165,4070113.124926,0.1220449501603336
346444.344974,4070112.933733,0.1324031959842288
346443.610638,4070112.81376,0.13632959738303685
346443.145282,4070112.755538,0.14279295289533864
346442.679926,4070112.697317,0.14866408159319977
346442.237683,4070112.683072,0.15111264268168972
346441.79544,4070112.668826,0.153960884172342
346441.211276,4070112.707073,0.15897759296126546
346440.627113,4070112.74532,0.16207637035542122
346439.92474,4070112.913318,0.1622029169953274
346439.596867,4070113.052387,0.15569578927500968
346439.155945,4070113.359958,0.14429216671529002
346438.86597,4070113.620423,0.13444163525825856
346438.512199,4070113.974517,0.11912404705680824
346438.158427,4070114.328611,0.10297914309157076
346437.804656,4070114.682706,0.08857697797714086
346437.459154,4070115.082893,0.07100272005943369
346437.113653,4070115.48308,0.053055498518855694
346436.810064,4070115.814077,0.036566279223521604
346436.506476,4070116.145073,0.020648713888713803
346436.202887,4070116.47607,0.014592107520942386
346435.905482,4070116.819903,0.009458585085024044
346435.608077,4070117.163735,0.007565985562285284
346435.310672,4070117.507568,0.0065017400661950935
346435.013267,4070117.851401,0.005397965584986801
346434.715862,4070118.195234,0.004253651769198518
346434.418457,4070118.539067,0.0034456231891665822
346434.086046,4070118.922372,0.0026428048552011177
346433.753634,4070119.305677,0.001083092131998826
346433.421223,4070119.688982,0.0
346433.125539,4070120.045732,0.0031887039767387556
346432.829854,4070120.402482,0.005309201207889086
346432.53417,4070120.759231,0.007503459018496096
346432.238485,4070121.115981,0.009774549568660522
346431.942801,4070121.472731,0.012126004608456007
346431.647117,4070121.82948,0.014561129549261965
346431.370085,4070122.118052,0.013672165755476104
346431.093053,4070122.406624,0.012868136022831414
346430.816021,4070122.695197,0.011995961464631943
346430.538989,4070122.983769,0.01104935614528889
346430.261957,4070123.272341,0.009413889791540142
346429.984925,4070123.560913,0.007701240528074071
346429.707893,4070123.849485,0.005907648418030389
346429.430862,4070124.138057,0.004029170230103741
346429.15383,4070124.426629,0.0020613721726037595
346428.876798,4070124.715201,0.0
346428.599766,4070125.003773,0.0
346428.322734,4070125.292345,0.0
346428.045702,4070125.580918,0.0
346427.76867,4070125.86949,0.0
346427.491638,4070126.158062,0.0
346427.214607,4070126.446634,0.0
346426.937575,4070126.735206,0.0
346426.660543,4070127.023778,0.0
346426.383511,4070127.31235,0.0
346426.106479,4070127.600922,0.0
346425.829447,4070127.889494,0.0
346425.552415,4070128.178066,0.0
346425.275383,4070128.466639,0.0
346424.998352,4070128.755211,0.0
346424.72132,4070129.043783,0.0
346424.444288,4070129.332355,0.0
346424.167256,4070129.620927,0.0
346423.890224,4070129.909499,0.0
346423.613192,4070130.198071,0.0
346423.33616,4070130.486643,0.0
346423.059128,4070130.775215,0.0
346422.782096,4070131.063787,0.0
346422.505065,4070131.352359,0.0
346422.228033,4070131.640932,0.0
346421.951001,4070131.929504,0.0
346421.673969,4070132.218076,0.0
346421.396937,4070132.506648,0.0
346421.119905,4070132.79522,0.0
346420.842873,4070133.083792,0.0
346420.565841,4070133.372364,0.0
346420.28881,4070133.660936,0.0
346420.011778,4070133.949508,0.0
346419.734746,4070134.23808,0.0
346419.457714,4070134.526653,0.0
346419.180682,4070134.815225,0.0
346418.90365,4070135.103797,0.0
346418.626618,4070135.392369,0.0
346418.349586,4070135.680941,0.0
