x,y,curvature,mission_tag,mission_param
346431.766773,4070121.226792,0.006263,DRIVING,1.940000
346431.495226,4070121.522303,0.005156,DRIVING,1.940000
346431.222910,4070121.817423,0.004055,DRIVING,1.940000
346430.950006,4070122.112215,0.002961,DRIVING,1.940000
346430.676698,4070122.406740,0.001869,DRIVING,1.940000
346430.403169,4070122.701059,0.000952,DRIVING,1.940000
346430.129555,4070122.995219,0.000938,DRIVING,1.940000
346429.855876,4070123.289227,0.000923,DRIVING,1.940000
346429.582131,4070123.583087,0.000909,DRIVING,1.940000
346429.308321,4070123.876801,0.000895,DRIVING,1.940000
346429.034449,4070124.170371,0.000881,DRIVING,1.940000
346428.760513,4070124.463800,0.000867,DRIVING,1.940000
346428.486516,4070124.757091,0.000853,DRIVING,1.940000
346428.212457,4070125.050246,0.000839,DRIVING,1.940000
346427.938338,4070125.343268,0.000824,DRIVING,1.940000
346427.664160,4070125.636160,0.000810,DRIVING,1.940000
346427.389923,4070125.928923,0.000796,DRIVING,1.940000
346427.115628,4070126.221561,0.000782,DRIVING,1.940000
346426.841276,4070126.514075,0.000767,DRIVING,1.940000
346426.566867,4070126.806470,0.000753,DRIVING,1.940000
346426.292404,4070127.098746,0.000739,DRIVING,1.940000
346426.017885,4070127.390908,0.000724,DRIVING,1.940000
346425.743313,4070127.682956,0.000710,DRIVING,1.940000
346425.468688,4070127.974895,0.000696,DRIVING,1.940000
346425.194010,4070128.266726,0.000681,DRIVING,1.940000
346424.919281,4070128.558452,0.000667,DRIVING,1.940000
346424.644501,4070128.850075,0.000652,DRIVING,1.940000
346424.369672,4070129.141599,0.000638,DRIVING,1.940000
346424.094793,4070129.433026,0.000623,DRIVING,1.940000
346423.819867,4070129.724357,0.000609,DRIVING,1.940000
346423.544893,4070130.015597,0.000595,DRIVING,1.940000
346423.269872,4070130.306747,0.000580,DRIVING,1.940000
346422.994805,4070130.597810,0.000565,DRIVING,1.940000
346422.719694,4070130.888789,0.000551,DRIVING,1.940000
346422.444539,4070131.179685,0.000536,DRIVING,1.940000
346422.169340,4070131.470503,0.000522,DRIVING,1.940000
346421.894098,4070131.761243,0.000507,DRIVING,1.940000
346421.618815,4070132.051910,0.000493,DRIVING,1.940000
346421.343491,4070132.342505,0.000478,DRIVING,1.940000
346421.068127,4070132.633031,0.000463,DRIVING,1.940000
346420.792723,4070132.923490,0.000449,DRIVING,1.940000
