332262.496870,4128605.705495
332262.306006,4128605.769995
332262.115143,4128605.834495
332261.924279,4128605.898995
332261.733416,4128605.963495
332261.542552,4128606.027995
332261.351689,4128606.092496
332261.160825,4128606.156996
332260.969962,4128606.221496
332260.779098,4128606.285996
332260.588235,4128606.350496
332260.397371,4128606.414996
332260.206508,4128606.479497
332260.015644,4128606.543997
332259.824781,4128606.608497
332259.633917,4128606.672997
332259.443054,4128606.737497
332259.252191,4128606.801997
332259.061327,4128606.866498
332258.870464,4128606.930998
332258.679600,4128606.995498
332258.488737,4128607.059998
332258.297873,4128607.124498
332258.107010,4128607.188998
332257.916146,4128607.253498
332257.725283,4128607.317999
332257.534419,4128607.382499
332257.343556,4128607.446999
332257.152692,4128607.511499
332256.961829,4128607.575999
332256.770965,4128607.640499
332256.580102,4128607.705000
332256.389238,4128607.769500
332256.198375,4128607.834000
332256.007512,4128607.898500
332255.816648,4128607.963000
332255.625785,4128608.027500
332255.434921,4128608.092001
332255.244058,4128608.156501
332255.053194,4128608.221001
332254.862331,4128608.285501
332254.671467,4128608.350001
332254.480604,4128608.414501
332254.289740,4128608.479001
332254.098877,4128608.543502
332253.908013,4128608.608002
332253.717150,4128608.672502
332253.526286,4128608.737002
332253.335423,4128608.801502
332253.144559,4128608.866002
332252.953696,4128608.930503
332252.762833,4128608.995003
332252.571969,4128609.059503
332252.381106,4128609.124003
332252.190242,4128609.188503
332251.999379,4128609.253003
332251.808515,4128609.317504
332251.617652,4128609.382004
332251.426788,4128609.446504
332251.235925,4128609.511004
332251.045061,4128609.575504
332250.854198,4128609.640004
332250.663334,4128609.704505
332250.472471,4128609.769005
332250.281607,4128609.833505
332250.090744,4128609.898005
332249.899880,4128609.962505
332249.709017,4128610.027005
332249.518154,4128610.091505
332249.327290,4128610.156006
332249.136427,4128610.220506
332248.945563,4128610.285006
332248.754700,4128610.349506
332248.563836,4128610.414006
332248.372973,4128610.478506
332248.182109,4128610.543007
332247.994361,4128610.612759
332247.806613,4128610.682512
332247.618865,4128610.752264
332247.431117,4128610.822017
332247.243368,4128610.891770
332247.055620,4128610.961522
332246.867872,4128611.031275
332246.680124,4128611.101027
332246.492376,4128611.170780
332246.304627,4128611.240533
332246.116879,4128611.310285
332245.929131,4128611.380038
332245.741383,4128611.449790
332245.553635,4128611.519543
332245.365887,4128611.589296
332245.178138,4128611.659048
332244.990390,4128611.728801
332244.802642,4128611.798553
332244.614894,4128611.868306
332244.427146,4128611.938059
332244.239398,4128612.007811
332244.051649,4128612.077564
332243.863901,4128612.147316
332243.676153,4128612.217069
332243.488405,4128612.286822
332243.300657,4128612.356574
332243.112908,4128612.426327
332242.925160,4128612.496079
332242.737412,4128612.565832
332242.549664,4128612.635585
332242.361916,4128612.705337
332242.174168,4128612.775090
332241.986419,4128612.844842
332241.798671,4128612.914595
332241.610923,4128612.984348
332241.423175,4128613.054100
332241.235427,4128613.123853
332241.047678,4128613.193605
332240.859930,4128613.263358
332240.672182,4128613.333111
332240.484434,4128613.402863
332240.296686,4128613.472616
332240.108938,4128613.542368
332239.921189,4128613.612121
332239.733441,4128613.681874
332239.545693,4128613.751626
332239.357945,4128613.821379
332239.170197,4128613.891132
332238.982449,4128613.960884
332238.794700,4128614.030637
332238.606952,4128614.100389
332238.419204,4128614.170142
332238.231456,4128614.239895
332238.043708,4128614.309647
332237.855959,4128614.379400
332237.664164,4128614.448105
332237.472369,4128614.516810
332237.280574,4128614.585514
332237.088779,4128614.654219
332236.896983,4128614.722924
332236.705188,4128614.791629
332236.513393,4128614.860334
332236.321598,4128614.929039
332236.129803,4128614.997744
332235.938007,4128615.066449
332235.746212,4128615.135154
332235.554417,4128615.203859
332235.362622,4128615.272563
332235.170827,4128615.341268
332234.979031,4128615.409973
332234.787236,4128615.478678
332234.595441,4128615.547383
332234.403646,4128615.616088
332234.211851,4128615.684793
332234.020055,4128615.753498
332233.828260,4128615.822203
332233.636465,4128615.890908
332233.444670,4128615.959612
332233.252875,4128616.028317
332233.061079,4128616.097022
332232.869284,4128616.165727
332232.677489,4128616.234432
332232.485694,4128616.303137
332232.293899,4128616.371842
332232.102103,4128616.440547
332231.910308,4128616.509252
332231.718513,4128616.577957
332231.529539,4128616.647150
332231.340564,4128616.716344
332231.151590,4128616.785537
332230.962616,4128616.854731
332230.773642,4128616.923925
332230.584667,4128616.993118
332230.395693,4128617.062312
332230.206719,4128617.131506
332230.017745,4128617.200699
332229.828770,4128617.269893
332229.639796,4128617.339087
332229.450822,4128617.408280
332229.261847,4128617.477474
332229.072873,4128617.546668
332228.883899,4128617.615861
332228.694925,4128617.685055
332228.505950,4128617.754249
332228.316976,4128617.823442
332228.128002,4128617.892636
332227.939027,4128617.961829
332227.750053,4128618.031023
332227.561079,4128618.100217
332227.372105,4128618.169410
332227.183130,4128618.238604
332226.994156,4128618.307798
332226.805182,4128618.376991
332226.616207,4128618.446185
332226.427233,4128618.515379
332226.235255,4128618.580983
332226.043277,4128618.646588
332225.851299,4128618.712193
332225.659322,4128618.777798
332225.467344,4128618.843403
332225.275366,4128618.909007
332225.083388,4128618.974612
332224.891410,4128619.040217
332224.699432,4128619.105822
332224.507454,4128619.171426
332224.315476,4128619.237031
332224.123498,4128619.302636
332223.931521,4128619.368241
332223.739543,4128619.433845
332223.547565,4128619.499450
332223.355587,4128619.565055
332223.163609,4128619.630660
332222.971631,4128619.696265
332222.779653,4128619.761869
332222.587675,4128619.827474
332222.395697,4128619.893079
332222.203719,4128619.958684
332222.011742,4128620.024288
332221.819764,4128620.089893
332221.627786,4128620.155498
332221.435808,4128620.221103
332221.243830,4128620.286708
332221.051852,4128620.352312
332220.859874,4128620.417917
332220.667896,4128620.483522
332220.475918,4128620.549127
332220.283941,4128620.614731
332220.091963,4128620.680336
332219.899985,4128620.745941
332219.708007,4128620.811546
332219.516029,4128620.877151
332219.324051,4128620.942755
332219.132073,4128621.008360
332218.940095,4128621.073965
332218.750064,4128621.144369
332218.560033,4128621.214774
332218.370002,4128621.285178
332218.179971,4128621.355582
332217.989940,4128621.425987
332217.799908,4128621.496391
332217.609877,4128621.566796
332217.419846,4128621.637200
332217.229815,4128621.707604
332217.039784,4128621.778009
332216.849753,4128621.848413
332216.659722,4128621.918818
332216.469691,4128621.989222
332216.279659,4128622.059626
332216.089628,4128622.130031
332215.899597,4128622.200435
332215.709566,4128622.270839
332215.519535,4128622.341244
332215.329504,4128622.411648
332215.139473,4128622.482053
332214.949442,4128622.552457
332214.759410,4128622.622861
332214.569379,4128622.693266
332214.379348,4128622.763670
332214.189317,4128622.834075
332213.999286,4128622.904479
332213.809255,4128622.974883
332213.619224,4128623.045288
332213.429193,4128623.115692
332213.236069,4128623.185419
332213.042946,4128623.255145
332212.849823,4128623.324871
332212.656700,4128623.394598
332212.463577,4128623.464324
332212.270454,4128623.534051
332212.077330,4128623.603777
332211.884207,4128623.673504
332211.691084,4128623.743230
332211.497961,4128623.812956
332211.304838,4128623.882683
332211.111715,4128623.952409
332210.918591,4128624.022136
332210.725468,4128624.091862
332210.532345,4128624.161589
332210.339222,4128624.231315
332210.146099,4128624.301042
332209.952976,4128624.370768
332209.759852,4128624.440494
332209.566729,4128624.510221
332209.373606,4128624.579947
332209.180483,4128624.649674
332208.987360,4128624.719400
332208.794237,4128624.789127
332208.601113,4128624.858853
332208.407990,4128624.928579
332208.214867,4128624.998306
332208.021744,4128625.068032
332207.828621,4128625.137759
332207.635498,4128625.207485
332207.431540,4128625.271826
332207.227582,4128625.336166
332207.023624,4128625.400507
332206.819666,4128625.464848
332206.615709,4128625.529188
332206.411751,4128625.593529
332206.207793,4128625.657870
332205.987365,4128625.722223
332205.766937,4128625.786576
332205.546509,4128625.850930
332205.326081,4128625.915283
332205.105654,4128625.979636
332204.827958,4128626.062896
332204.550262,4128626.146156
332204.290075,4128626.217965
332204.029887,4128626.289775
332203.782886,4128626.355770
332203.535885,4128626.421766
332203.288551,4128626.471118
332203.041217,4128626.520470
332202.749446,4128626.565162
332202.457675,4128626.609854
332202.224746,4128626.640418
332201.991817,4128626.670982
332201.758888,4128626.701546
332201.546347,4128626.716902
332201.333807,4128626.732257
332201.121267,4128626.747613
332200.884642,4128626.741251
332200.648017,4128626.734889
332200.411392,4128626.728527
332200.153637,4128626.700389
332199.895883,4128626.672250
332199.620176,4128626.633371
332199.361533,4128626.560850
332199.039723,4128626.434095
332198.775425,4128626.300638
332198.511128,4128626.167181
332198.295588,4128626.032748
332198.080048,4128625.898314
332197.881572,4128625.730239
332197.683096,4128625.562165
332197.506561,4128625.382550
332197.330025,4128625.202936
332197.148724,4128625.006768
