x,y,curvature,mission_tag,mission_param
346509.584368,4070178.012515,0,DRIVING,1.94
346509.862177,4070177.719922,0,DRIVING,1.94
346510.139985,4070177.427329,0,DRIVING,1.94
346510.417794,4070177.134735,0,DRIVING,1.94
346510.695603,4070176.842142,0,DRIVING,1.94
346510.973411,4070176.549549,0,DRIVING,1.94
346511.25122,4070176.256956,0,DRIVING,1.94
346511.529028,4070175.964362,0.00143821808980933,DRIVING,1.94
346511.806837,4070175.671769,0.0032197140505234,DRIVING,1.94
346512.084646,4070175.379176,0.00492723493132909,DRIVING,1.94
346512.362454,4070175.086583,0.00656383942046879,DRIVING,1.94
346512.640263,4070174.79399,0.00813266462329988,DRIVING,1.94
346512.918071,4070174.501396,0.0203936151652764,DRIVING,1.94
346513.19588,4070174.208803,0.0315025237622087,DRIVING,1.94
346513.473689,4070173.91621,0.0462230116240871,DRIVING,1.1
346513.751497,4070173.623617,0.0674917662551494,DRIVING,1.1
346514.145495,4070173.189267,0.101401519353195,DRIVING,1.1
346514.539493,4070172.754918,0.135860941508525,DRIVING,1.1
346514.834368,4070172.394487,0.162974867702735,DRIVING,1.1
346515.129244,4070172.034055,0.188550853000328,DRIVING,1.1
346515.424119,4070171.673624,0.21081083699923,DRIVING,1.1
346515.718995,4070171.313192,0.228515817329563,DRIVING,1.1
346515.887449,4070170.749721,0.236515619374481,DRIVING,1.1
346516.055903,4070170.186251,0.242631069893775,DRIVING,1.1
346516.004893,4070169.832035,0.240318276988528,DRIVING,1.1
346515.896738,4070169.279083,0.236463587082488,DRIVING,1.1
346515.537457,4070168.664057,0.224502735849682,DRIVING,1.1
346515.164909,4070168.304521,0.201637363960073,DRIVING,1.1
346514.86332,4070167.989687,0.177276409752124,DRIVING,1.1
346514.561731,4070167.674853,0.149441213609626,DRIVING,1.1
346514.260142,4070167.360019,0.120036317492167,DRIVING,1.1
346513.958553,4070167.045184,0.091091209508904,DRIVING,1.1
346513.656965,4070166.73035,0.0665979969707098,DRIVING,1.94
346513.355376,4070166.415516,0.0414755650377651,DRIVING,1.94
346513.053787,4070166.100682,0.0313528819758382,DRIVING,1.94
346512.758134,4070165.818084,0.0162902346282758,DRIVING,1.94
346512.462482,4070165.535486,0.0073637617182958,DRIVING,1.94
346512.166829,4070165.252887,0.00751036294246962,DRIVING,1.94
346511.871177,4070164.970289,0.0064994093209747,DRIVING,1.94
346511.575524,4070164.687691,0.00546837571561123,DRIVING,1.94
346511.279871,4070164.405093,0.00441696807857417,DRIVING,1.94
346510.984219,4070164.122495,0.0033448783637817,DRIVING,1.94
346510.688566,4070163.839897,0.00225151083889714,DRIVING,1.94
346510.392914,4070163.557298,0.00113683947248447,DRIVING,1.94
346510.097261,4070163.2747,0,DRIVING,1.94
346509.801609,4070162.992102,0,DRIVING,1.94
346509.505956,4070162.709504,0,DRIVING,1.94
346509.210303,4070162.426906,0,DRIVING,1.94
346508.914651,4070162.144308,0,DRIVING,1.94
346508.618998,4070161.861709,0,DRIVING,1.94
346508.323346,4070161.579111,0,DRIVING,1.94
346508.027693,4070161.296513,0,DRIVING,1.94
346507.732041,4070161.013915,0,DRIVING,1.94
346507.436388,4070160.731317,0,DRIVING,1.94
346507.140735,4070160.448719,0,DRIVING,1.94
346506.845083,4070160.16612,0,DRIVING,1.94
346506.54943,4070159.883522,0,DRIVING,1.94
346506.253778,4070159.600924,0,DRIVING,1.94
346505.958125,4070159.318326,0,DRIVING,1.94
346505.662473,4070159.035728,0,DRIVING,1.94
346505.36682,4070158.75313,0,DRIVING,1.94
346505.071167,4070158.470531,0,DRIVING,1.94
346504.775515,4070158.187933,0,DRIVING,1.94
346504.479862,4070157.905335,0,DRIVING,1.94
346504.18421,4070157.622737,0,DRIVING,1.94
346503.888557,4070157.340139,0,DRIVING,1.94
346503.592904,4070157.057541,0,DRIVING,1.94
346503.297252,4070156.774942,0.00104139392591899,DRIVING,1.94
346503.001599,4070156.492344,0.00117352213504559,DRIVING,1.94
346502.705947,4070156.209746,0.0013060905973783,DRIVING,1.94
346502.4121,4070155.931846,0.00117746098772811,DRIVING,1.94
346502.118253,4070155.653945,0.00104844265441995,DRIVING,1.94
346501.824406,4070155.376045,0,DRIVING,1.94
346501.530559,4070155.098145,0,DRIVING,1.94
346501.236711,4070154.820244,0,DRIVING,1.94
346500.942864,4070154.542344,0,DRIVING,1.94
346500.649017,4070154.264444,0,DRIVING,1.94
346500.35517,4070153.986543,0,DRIVING,1.94
346500.061323,4070153.708643,0,DRIVING,1.94
346499.767476,4070153.430742,0,DRIVING,1.94
346499.473629,4070153.152842,0,DRIVING,1.94
346499.179782,4070152.874942,0,DRIVING,1.94
346498.885935,4070152.597041,0,DRIVING,1.94
346498.592088,4070152.319141,0,DRIVING,1.94
346498.298241,4070152.041241,0,DRIVING,1.94
346498.004394,4070151.76334,0,DRIVING,1.94
346497.710547,4070151.48544,0,DRIVING,1.94
346497.4167,4070151.20754,0,DRIVING,1.94
346497.122853,4070150.929639,0,DRIVING,1.94
346496.829006,4070150.651739,0,DRIVING,1.94
346496.535159,4070150.373839,0,DRIVING,1.94
346496.241312,4070150.095938,0,DRIVING,1.94
346495.947465,4070149.818038,0,DRIVING,1.94
346495.653617,4070149.540137,0,DRIVING,1.94
346495.35977,4070149.262237,0,DRIVING,1.94
346495.065923,4070148.984337,0,DRIVING,1.94
346494.772076,4070148.706436,0,DRIVING,1.94
346494.478229,4070148.428536,0,DRIVING,1.94
346494.184382,4070148.150636,0,DRIVING,1.94
346493.890535,4070147.872735,0,DRIVING,1.94
346493.596688,4070147.594835,0,DRIVING,1.94
346493.302841,4070147.316935,0,DRIVING,1.94
346493.008994,4070147.039034,0,DRIVING,1.94
346492.715147,4070146.761134,0,DRIVING,1.94
346492.4213,4070146.483234,0,DRIVING,1.94
346492.127453,4070146.205333,0,DRIVING,1.94
346491.833606,4070145.927433,0,DRIVING,1.94
346491.539759,4070145.649532,0,DRIVING,1.94
346491.245912,4070145.371632,0,DRIVING,1.94
346490.952065,4070145.093732,0,DRIVING,1.94
346490.658218,4070144.815831,0,DRIVING,1.94
346490.36437,4070144.537931,0,DRIVING,1.94
346490.070523,4070144.260031,0,DRIVING,1.94
346489.776676,4070143.98213,0,DRIVING,1.94
346489.482829,4070143.70423,0,DRIVING,1.94
346489.188982,4070143.42633,0,DRIVING,1.94
346488.895135,4070143.148429,0,DRIVING,1.94
346488.601288,4070142.870529,0,DRIVING,1.94
346488.307441,4070142.592629,0,DRIVING,1.94
346488.013594,4070142.314728,0,DRIVING,1.94
346487.719747,4070142.036828,0.00116830183734281,DRIVING,1.94
346487.4259,4070141.758927,0.00223862051805753,DRIVING,1.94
346487.132053,4070141.481027,0.00322052269686997,DRIVING,1.94
346486.838206,4070141.203127,0.00281997333696221,DRIVING,1.94
346486.544359,4070140.925226,0.00244936558831788,DRIVING,1.94
346486.250512,4070140.647326,0.00210606910330414,DRIVING,1.94
346485.956665,4070140.369426,0.00273762837321855,DRIVING,1.94
346485.662818,4070140.091525,0.00336709143623309,DRIVING,1.94
346485.368971,4070139.813625,0.00399466972796982,DRIVING,1.94
346485.075124,4070139.535725,0.0021100048881535,DRIVING,1.94
346484.708258,4070139.16129,0.00257602448388558,DRIVING,1.94
346484.341392,4070138.786856,0.00709130772386836,DRIVING,1.94
346483.974526,4070138.412422,0.0114428465724161,DRIVING,1.94
346483.587098,4070138.053155,0.0235907943695113,DRIVING,1.94
346483.199671,4070137.693887,0.035795091135924,DRIVING,1.94
346482.812243,4070137.33462,0.0478923924865773,DRIVING,1.1
346482.524266,4070137.043852,0.0656090698864479,DRIVING,1.1
346482.236288,4070136.753084,0.082890451294262,DRIVING,1.1
346481.94831,4070136.462316,0.0993321202117053,DRIVING,1.1
346481.604133,4070136.191054,0.111343431670328,DRIVING,1.1
346481.187749,4070135.876699,0.127238173060224,DRIVING,1.1
346480.771365,4070135.562344,0.143441959396241,DRIVING,1.1
346480.354981,4070135.247989,0.159408274963151,DRIVING,1.1
346479.838181,4070135.142599,0.16006107362249,DRIVING,1.1
346479.321382,4070135.03721,0.159851182215974,DRIVING,1.1
346478.804582,4070134.93182,0.158776397989651,DRIVING,1.1
346478.341122,4070134.978993,0.144455564911136,DRIVING,1.1
346477.877662,4070135.026166,0.129652139482035,DRIVING,1.1
346477.414202,4070135.073338,0.11476179180239,DRIVING,1.1
346476.950742,4070135.120511,0.0968294326679681,DRIVING,1.1
346476.565871,4070135.234708,0.0728613940099491,DRIVING,1.1
346476.181,4070135.348906,0.0480586823101728,DRIVING,1.1
346475.79613,4070135.463103,0.0156441129708773,DRIVING,1.1
346475.292909,4070135.616421,0.0102487001574287,DRIVING,1.1
346474.789688,4070135.769738,0.0363878163312145,DRIVING,1.1
346474.286467,4070135.923056,0.0680293257558165,DRIVING,1.1
346473.788599,4070136.042984,0.089277852291387,DRIVING,1.1
346473.290731,4070136.162912,0.109593230515645,DRIVING,1.1
346472.792862,4070136.28284,0.129899504763836,DRIVING,1.1
346472.260138,4070136.285016,0.141389802800733,DRIVING,1.1
346471.727414,4070136.287193,0.148104286709749,DRIVING,1.1
346471.194689,4070136.28937,0.154943118294382,DRIVING,1.1
346470.714907,4070136.090833,0.150219789424591,DRIVING,1.1
346470.235125,4070135.892296,0.146120360772367,DRIVING,1.1
346469.755344,4070135.693759,0.141435211170338,DRIVING,1.1
346469.347686,4070135.36815,0.12679614905869,DRIVING,1.1
346468.940028,4070135.042541,0.11196206125212,DRIVING,1.1
346468.53237,4070134.716931,0.0961983180631351,DRIVING,1.1
346468.163127,4070134.375834,0.0770934707019486,DRIVING,1.1
346467.793883,4070134.034737,0.0620785237090361,DRIVING,1.1
346467.424639,4070133.69364,0.0465718824846227,DRIVING,1.94
346467.118247,4070133.413376,0.0315557312196658,DRIVING,1.94
346466.811856,4070133.133113,0.0248908644570419,DRIVING,1.94
346466.505464,4070132.852849,0.0177778918861625,DRIVING,1.94
346466.199073,4070132.572586,0.0102230515467515,DRIVING,1.94
346465.905208,4070132.290274,0.00823892784518079,DRIVING,1.94
346465.611344,4070132.007962,0.00609318033983291,DRIVING,1.94
346465.31748,4070131.725651,0.00377184802992707,DRIVING,1.94
346465.023615,4070131.443339,0.00335260143643395,DRIVING,1.94
346464.729751,4070131.161027,0.00290247375913857,DRIVING,1.94
346464.435886,4070130.878716,0.00241910331691747,DRIVING,1.94
346464.142022,4070130.596404,0.00181940077597346,DRIVING,1.94
346463.848158,4070130.314092,0.00121629062965506,DRIVING,1.94
346463.554293,4070130.03178,0,DRIVING,1.94
346463.260429,4070129.749469,0,DRIVING,1.94
346462.966565,4070129.467157,0,DRIVING,1.94
346462.6727,4070129.184845,0,DRIVING,1.94
346462.378836,4070128.902533,0,DRIVING,1.94
346462.084971,4070128.620222,0,DRIVING,1.94
346461.791107,4070128.33791,0,DRIVING,1.94
346461.497243,4070128.055598,0,DRIVING,1.94
346461.203378,4070127.773286,0,DRIVING,1.94
346460.909514,4070127.490975,0,DRIVING,1.94
346460.61565,4070127.208663,0,DRIVING,1.94
346460.321785,4070126.926351,0,DRIVING,1.94
346460.027921,4070126.64404,0,DRIVING,1.94
346459.734057,4070126.361728,0,DRIVING,1.94
346459.440192,4070126.079416,0,DRIVING,1.94
346459.146328,4070125.797104,0,DRIVING,1.94
346458.852463,4070125.514793,0,DRIVING,1.94
346458.558599,4070125.232481,0,DRIVING,1.94
346458.264735,4070124.950169,0,DRIVING,1.94
346457.97087,4070124.667857,0.0011446381277511,DRIVING,1.94
346457.677006,4070124.385546,0.00152245692331302,DRIVING,1.94
346457.383142,4070124.103234,0.00189852372401287,DRIVING,1.94
346457.089277,4070123.820922,0.00227267961661283,DRIVING,1.94
346456.795413,4070123.53861,0.00264505186718234,DRIVING,1.94
346456.501549,4070123.256299,0.00301560707941127,DRIVING,1.94
346456.207684,4070122.973987,0.00338427299239173,DRIVING,1.94
346455.91382,4070122.691675,0.00375130335001426,DRIVING,1.94
346455.610781,4070122.4094,0.00336794276919235,DRIVING,1.94
346455.307742,4070122.127124,0.0029864609805556,DRIVING,1.94
346455.004703,4070121.844848,0.00260684954973633,DRIVING,1.94
346454.701664,4070121.562573,0.00222901915795253,DRIVING,1.94
346454.398625,4070121.280297,0.00185300416257279,DRIVING,1.94
346454.095586,4070120.998021,0.00147883829291496,DRIVING,1.94
346453.792547,4070120.715745,0.00110643342240458,DRIVING,1.94
346453.489508,4070120.43347,0,DRIVING,1.94
346453.186469,4070120.151194,0,DRIVING,1.94
346452.88343,4070119.868918,0,DRIVING,1.94
346452.580391,4070119.586643,0,DRIVING,1.94
346452.277352,4070119.304367,0,DRIVING,1.94
346451.974313,4070119.022091,0,DRIVING,1.94
346451.671274,4070118.739816,0,DRIVING,1.94
346451.368235,4070118.45754,0,DRIVING,1.94
346451.065196,4070118.175264,0,DRIVING,1.94
346450.762157,4070117.892988,0,DRIVING,1.94
346450.459118,4070117.610713,0,DRIVING,1.94
346450.156079,4070117.328437,0,DRIVING,1.94
346449.85304,4070117.046161,0,DRIVING,1.94
346449.550001,4070116.763886,0.00813767170615935,DRIVING,1.94
346449.246962,4070116.48161,0.0135566881790025,DRIVING,1.94
346448.943923,4070116.199334,0.0207080826879734,DRIVING,1.94
346448.640884,4070115.917059,0.0267328040377249,DRIVING,1.94
346448.337845,4070115.634783,0.0345954931345348,DRIVING,1.94
346448.034806,4070115.352507,0.0494391196294027,DRIVING,1.1
346447.731767,4070115.070232,0.0606937595160617,DRIVING,1.1
346447.42911,4070114.790826,0.0713217350121347,DRIVING,1.1
346447.126453,4070114.511421,0.0830605087352013,DRIVING,1.1
346446.823796,4070114.232016,0.0943185263048683,DRIVING,1.1
346446.445707,4070114.061247,0.0963638019808569,DRIVING,1.1
346445.912682,4070113.715696,0.104097495563615,DRIVING,1.1
346445.371729,4070113.425778,0.111800665043058,DRIVING,1.1
346444.82165,4070113.124926,0.122044950160334,DRIVING,1.1
346444.344974,4070112.933733,0.132403195984229,DRIVING,1.1
346443.610638,4070112.81376,0.136329597383037,DRIVING,1.1
346443.145282,4070112.755538,0.142792952895339,DRIVING,1.1
346442.679926,4070112.697317,0.1486640815932,DRIVING,1.1
346442.237683,4070112.683072,0.15111264268169,DRIVING,1.1
346441.79544,4070112.668826,0.153960884172342,DRIVING,1.1
346441.211276,4070112.707073,0.158977592961265,DRIVING,1.1
346440.627113,4070112.74532,0.162076370355421,DRIVING,1.1
346439.92474,4070112.913318,0.162202916995327,DRIVING,1.1
346439.596867,4070113.052387,0.15569578927501,DRIVING,1.1
346439.155945,4070113.359958,0.14429216671529,DRIVING,1.1
346438.86597,4070113.620423,0.134441635258259,DRIVING,1.1
346438.512199,4070113.974517,0.119124047056808,DRIVING,1.1
346438.158427,4070114.328611,0.102979143091571,DRIVING,1.1
346437.804656,4070114.682706,0.0885769779771409,DRIVING,1.1
346437.459154,4070115.082893,0.0710027200594337,DRIVING,1.1
346437.113653,4070115.48308,0.0530554985188557,DRIVING,1.1
346436.810064,4070115.814077,0.0365662792235216,DRIVING,1.94
346436.506476,4070116.145073,0.0206487138887138,DRIVING,1.94
346436.202887,4070116.47607,0.0145921075209424,DRIVING,1.94
346435.905482,4070116.819903,0.00945858508502404,DRIVING,1.94
346435.608077,4070117.163735,0.00756598556228528,DRIVING,1.94
346435.310672,4070117.507568,0.00650174006619509,DRIVING,1.94
346435.013267,4070117.851401,0.0053979655849868,DRIVING,1.94
346434.715862,4070118.195234,0.00425365176919852,DRIVING,1.94
346434.418457,4070118.539067,0.00344562318916658,DRIVING,1.94
346434.086046,4070118.922372,0.00264280485520112,DRIVING,1.94
346433.753634,4070119.305677,0.00108309213199883,DRIVING,1.94
346433.421223,4070119.688982,0,DRIVING,1.94
346433.125539,4070120.045732,0.00318870397673876,DRIVING,1.94
346432.829854,4070120.402482,0.00530920120788909,DRIVING,1.94
346432.53417,4070120.759231,0.0075034590184961,DRIVING,1.94
346432.238485,4070121.115981,0.00977454956866052,DRIVING,1.94
346431.942801,4070121.472731,0.012126004608456,DRIVING,1.94
346431.647117,4070121.82948,0.014561129549262,DRIVING,1.94
346431.370085,4070122.118052,0.0136721657554761,DRIVING,1.94
346431.093053,4070122.406624,0.0128681360228314,DRIVING,1.94
346430.816021,4070122.695197,0.0119959614646319,DRIVING,1.94
346430.538989,4070122.983769,0.0110493561452889,DRIVING,1.94
346430.261957,4070123.272341,0.00941388979154014,DRIVING,1.94
346429.984925,4070123.560913,0.00770124052807407,DRIVING,1.94
346429.707893,4070123.849485,0.00590764841803039,DRIVING,1.94
346429.430862,4070124.138057,0.00402917023010374,DRIVING,1.94
346429.15383,4070124.426629,0.00206137217260376,DRIVING,1.94
346428.876798,4070124.715201,0,DRIVING,1.94
346428.599766,4070125.003773,0,DRIVING,1.94
346428.322734,4070125.292345,0,DRIVING,1.94
346428.045702,4070125.580918,0,DRIVING,1.94
346427.76867,4070125.86949,0,DRIVING,1.94
346427.491638,4070126.158062,0,DRIVING,1.94
346427.214607,4070126.446634,0,DRIVING,1.94
346426.937575,4070126.735206,0,DRIVING,1.94
346426.660543,4070127.023778,0,DRIVING,1.94
346426.383511,4070127.31235,0,DRIVING,1.94
346426.106479,4070127.600922,0,DRIVING,1.94
346425.829447,4070127.889494,0,DRIVING,1.94
346425.552415,4070128.178066,0,DRIVING,1.94
346425.275383,4070128.466639,0,DRIVING,1.94
346424.998352,4070128.755211,0,DRIVING,1.94
346424.72132,4070129.043783,0,DRIVING,1.94
346424.444288,4070129.332355,0,DRIVING,1.94
346424.167256,4070129.620927,0,DRIVING,1.94
346423.890224,4070129.909499,0,DRIVING,1.94
346423.613192,4070130.198071,0,DRIVING,1.94
346423.33616,4070130.486643,0,DRIVING,1.94
346423.059128,4070130.775215,0,DRIVING,1.94
346422.782096,4070131.063787,0,DRIVING,1.94
346422.505065,4070131.352359,0,DRIVING,1.94
346422.228033,4070131.640932,0,DRIVING,1.94
346421.951001,4070131.929504,0,DRIVING,1.94
346421.673969,4070132.218076,0,DRIVING,1.94
346421.396937,4070132.506648,0,DRIVING,1.94
346421.119905,4070132.79522,0,DRIVING,1.94
346420.842873,4070133.083792,0,DRIVING,1.94
346420.565841,4070133.372364,0,DRIVING,1.94
346420.28881,4070133.660936,0,DRIVING,1.94
346420.011778,4070133.949508,0,DRIVING,1.94
346419.734746,4070134.23808,0,DRIVING,1.94
346419.457714,4070134.526653,0,DRIVING,1.94
346419.180682,4070134.815225,0,DRIVING,1.94
346418.90365,4070135.103797,0,DRIVING,1.94
346418.626618,4070135.392369,0,DRIVING,1.94
346418.349586,4070135.680941,0,DRIVING,1.94
346418.072555,4070135.969513,0,DRIVING,1.94
346417.795523,4070136.258085,0,DRIVING,1.94
346417.518491,4070136.546657,0,DRIVING,1.94
346417.241459,4070136.835229,0,DRIVING,1.94
346416.964427,4070137.123801,0,DRIVING,1.94
346416.687395,4070137.412374,0,DRIVING,1.94
346416.410363,4070137.700946,0,DRIVING,1.94
346416.133331,4070137.989518,0,DRIVING,1.94
346415.853009,4070138.282223,0,DRIVING,1.94
346415.572686,4070138.574929,0,DRIVING,1.94
346415.292364,4070138.867634,0,DRIVING,1.94
346415.012041,4070139.16034,0,DRIVING,1.94
346414.731719,4070139.453045,0,DRIVING,1.94
346414.451396,4070139.745751,0,DRIVING,1.94
346414.171074,4070140.038456,0,DRIVING,1.94
346413.890751,4070140.331162,0,DRIVING,1.94
346413.610429,4070140.623867,0,DRIVING,1.94
346413.330106,4070140.916573,0,DRIVING,1.94
346413.049784,4070141.209278,0,DRIVING,1.94
346412.769461,4070141.501984,0,DRIVING,1.94
346412.489139,4070141.794689,0,DRIVING,1.94
346412.208816,4070142.087395,0,DRIVING,1.94
346411.928494,4070142.3801,0,DRIVING,1.94
346411.648171,4070142.672806,0,DRIVING,1.94
346411.367849,4070142.965511,0,DRIVING,1.94
346411.087526,4070143.258217,0,DRIVING,1.94
346410.807204,4070143.550922,0,DRIVING,1.94
346410.526881,4070143.843628,0,DRIVING,1.94
346410.246559,4070144.136333,0,DRIVING,1.94
346409.966236,4070144.429039,0,DRIVING,1.94
346409.685914,4070144.721744,0,DRIVING,1.94
346409.405591,4070145.01445,0,DRIVING,1.94
346409.125269,4070145.307155,0,DRIVING,1.94
346408.844946,4070145.599861,0,DRIVING,1.94
346408.564624,4070145.892566,0,DRIVING,1.94
346408.284301,4070146.185272,0,DRIVING,1.94
346408.003978,4070146.477977,0,DRIVING,1.94
346407.723656,4070146.770683,0,DRIVING,1.94
346407.443333,4070147.063388,0,DRIVING,1.94
346407.163011,4070147.356094,0,DRIVING,1.94
346406.882688,4070147.648799,0,DRIVING,1.94
346406.602366,4070147.941505,0,DRIVING,1.94
346406.322043,4070148.23421,0,DRIVING,1.94
346406.041721,4070148.526916,0,DRIVING,1.94
346405.761398,4070148.819621,0,DRIVING,1.94
346405.481076,4070149.112327,0,DRIVING,1.94
346405.200753,4070149.405032,0,DRIVING,1.94
346404.920431,4070149.697738,0,DRIVING,1.94
346404.640108,4070149.990444,0,DRIVING,1.94
346404.359786,4070150.283149,0,DRIVING,1.94
346404.079463,4070150.575855,0,DRIVING,1.94
346403.799141,4070150.86856,0,DRIVING,1.94
346403.518818,4070151.161266,0,DRIVING,1.94
346403.238496,4070151.453971,0,DRIVING,1.94
346402.958173,4070151.746677,0,DRIVING,1.94
346402.677851,4070152.039382,0,DRIVING,1.94
