timestamp_ns,control_signal,angular_target
1758958408691068802,0.0,0.012217304669320583
1758958408740901218,0.0,0.012217304669320583
1758958408791358665,0.0,0.012217304669320583
1758958408840973859,0.0,0.012217304669320583
1758958408891181628,0.0,0.012217304669320583
1758958408940872044,0.0,0.0
1758958408991270541,0.0,0.012217304669320583
1758958409040850397,0.0,0.012217304669320583
1758958409091178106,0.0,0.012217304669320583
1758958409140910542,0.0,0.0
1758958409191572344,0.0,0.07330382615327835
1758958409240908896,0.0,0.3298672139644623
1758958409291220533,0.0,0.4764748811721802
1758958409340860871,0.0,0.7574728727340698
1758958409391202901,0.0,1.0751228332519531
1758958409440845785,0.0,1.2095131874084473
1758958409491170533,0.0,1.2217304706573486
1758958409540890346,0.0,1.2217304706573486
1758958409591247313,0.0,1.2217304706573486
1758958409640940155,0.0,1.2217304706573486
1758958409690881250,0.0,1.2217304706573486
1758958409741073499,0.0,1.2095131874084473
1758958409790948496,0.0,1.2217304706573486
1758958409841192746,0.0,1.2217304706573486
1758958409890911759,0.0,1.2217304706573486
1758958409941148474,0.0,1.2095131874084473
1758958409991271146,0.0,1.2217304706573486
1758958410040872617,0.0,1.2095131874084473
1758958410091229308,-1.0309277772903442,1.2095131874084473
1758958410140877371,-11.340206146240234,1.2217304706573486
1758958410191198100,-13.402061462402344,1.2217304706573486
1758958410240853596,-25.773195266723633,1.2217304706573486
1758958410290948454,-26.804122924804688,1.2217304706573486
1758958410341217018,-26.804122924804688,1.2217304706573486
1758958410391107153,-21.649484634399414,1.2095131874084473
1758958410441108920,-18.55670166015625,1.2217304706573486
1758958410491535557,-18.55670166015625,1.2217304706573486
1758958410540855224,-20.61855697631836,1.2217304706573486
1758958410591309223,-21.649484634399414,1.2217304706573486
1758958410640909523,-21.649484634399414,1.2095131874084473
1758958410691095488,-20.61855697631836,1.2217304706573486
1758958410741276395,-21.649484634399414,1.2095131874084473
1758958410790853082,-20.61855697631836,1.2217304706573486
1758958410841377997,-21.649484634399414,1.2217304706573486
1758958410890863048,-20.61855697631836,1.2095131874084473
1758958410941259008,-21.649484634399414,1.2217304706573486
1758958410991151034,-21.649484634399414,1.2217304706573486
1758958411041247902,-23.711339950561523,1.2095131874084473
1758958411091082598,-23.711339950561523,1.2217304706573486
1758958411141031688,-22.68041229248047,1.2217304706573486
1758958411191579004,-23.711339950561523,1.2217304706573486
1758958411240859033,-23.711339950561523,1.2095131874084473
1758958411291335384,-23.711339950561523,1.2217304706573486
1758958411340900717,-22.886598587036133,1.2217304706573486
1758958411390837932,-23.711339950561523,1.2217304706573486
1758958411441132567,-23.711339950561523,1.2095131874084473
1758958411490856012,-23.711339950561523,1.2217304706573486
1758958411541328626,-24.742267608642578,1.2217304706573486
1758958411590828525,-25.773195266723633,1.2217304706573486
1758958411641144160,-25.773195266723633,1.2217304706573486
1758958411691071101,-27.835052490234375,1.2217304706573486
1758958411740850719,-26.804122924804688,1.2217304706573486
1758958411791342732,-27.835052490234375,1.2095131874084473
1758958411840870156,-27.835052490234375,1.2217304706573486
1758958411891384246,-29.896907806396484,1.2095131874084473
1758958411941112879,-29.896907806396484,1.2095131874084473
1758958411990961108,-30.92783546447754,1.2095131874084473
1758958412041233792,-33.81443405151367,1.2217304706573486
1758958412090842207,-34.0206184387207,1.2095131874084473
1758958412141199222,-34.0206184387207,1.2217304706573486
1758958412191035888,-34.0206184387207,1.2217304706573486
1758958412241153058,-34.0206184387207,1.2192870378494263
1758958412290903624,-34.0206184387207,1.2095131874084473
1758958412340858191,-34.0206184387207,1.2217304706573486
1758958412390980243,-33.81443405151367,1.2217304706573486
1758958412440898210,-34.0206184387207,1.2217304706573486
1758958412491159476,-34.845359802246094,1.2192870378494263
1758958412541104505,-34.0206184387207,1.2119566202163696
1758958412590838113,-32.989688873291016,1.2217304706573486
1758958412641402749,-31.958763122558594,1.2192870378494263
1758958412690882587,-31.13401985168457,1.2217304706573486
1758958412741109780,-28.86598014831543,1.2095131874084473
1758958412790941358,-26.804122924804688,1.2217304706573486
1758958412841007052,-26.804122924804688,1.2217304706573486
1758958412891231510,-27.01030921936035,1.2095131874084473
1758958412940885178,-26.804122924804688,1.2217304706573486
1758958412991055428,-26.804122924804688,1.2217304706573486
1758958413041121822,-27.835052490234375,1.2217304706573486
1758958413091077355,-27.835052490234375,1.2217304706573486
1758958413141131367,-29.896907806396484,1.2217304706573486
1758958413190982660,-30.92783546447754,1.2095131874084473
1758958413241358521,-32.989688873291016,1.2217304706573486
1758958413290946239,-35.05154800415039,1.2217304706573486
1758958413341251543,-35.87628936767578,1.2095131874084473
1758958413390883551,-36.08247375488281,1.2192870378494263
1758958413441146102,-34.226802825927734,1.2095131874084473
1758958413491230583,-31.75257682800293,1.2192870378494263
1758958413540858695,-29.896907806396484,1.2095131874084473
1758958413591259171,-28.86598014831543,1.2095131874084473
1758958413640878357,-27.835052490234375,1.2217304706573486
1758958413691424799,-28.86598014831543,1.2217304706573486
1758958413741002950,-28.86598014831543,1.2095131874084473
1758958413791134304,-28.041236877441406,1.2217304706573486
1758958413841098213,-28.86598014831543,1.2095131874084473
1758958413890870398,-28.86598014831543,1.2217304706573486
1758958413941199994,-28.86598014831543,1.2217304706573486
1758958413990913218,-27.835052490234375,1.2217304706573486
1758958414041161363,-28.86598014831543,1.207069754600525
1758958414091123201,-26.804122924804688,1.1215485334396362
1758958414140936862,-26.597938537597656,0.4129449129104614
1758958414191351519,-27.835052490234375,0.1368338167667389
1758958414240891134,-26.804122924804688,0.012217304669320583
1758958414291382986,-26.804122924804688,0.012217304669320583
1758958414340850247,-25.773195266723633,-0.012217304669320583
1758958414390981896,-25.773195266723633,0.009773843921720982
1758958414440893237,-25.5670108795166,0.0073303827084600925
1758958414491413400,-24.536083221435547,0.0024434609804302454
1758958414540915409,-23.711339950561523,0.009773843921720982
1758958414591175724,-23.711339950561523,0.014660765416920185
1758958414640892484,-23.711339950561523,-0.2076941877603531
1758958414691277593,-24.742267608642578,-0.4031710624694824
1758958414740868403,-23.711339950561523,-0.5864306092262268
1758958414791369285,-23.711339950561523,-0.7428121566772461
1758958414840828846,-23.711339950561523,-0.7941247820854187
1758958414891352243,-23.711339950561523,-0.7941247820854187
1758958414940986819,-23.711339950561523,-0.8185594081878662
1758958414991209302,-24.742267608642578,-0.8063421249389648
1758958415040893774,-23.711339950561523,-0.5375614166259766
1758958415091187750,-24.742267608642578,0.09773843735456467
1758958415140870945,-23.711339950561523,0.012217304669320583
1758958415191332367,-24.742267608642578,-0.0024434609804302454
1758958415240863157,-23.711339950561523,0.014660765416920185
1758958415291300993,-23.711339950561523,0.012217304669320583
1758958415341010624,-24.742267608642578,0.014660765416920185
1758958415391185177,-23.711339950561523,0.012217304669320583
1758958415440900798,-23.711339950561523,0.0
1758958415491212149,-23.711339950561523,0.012217304669320583
1758958415540878551,-21.649484634399414,0.009773843921720982
1758958415591228923,-21.649484634399414,0.009773843921720982
1758958415640888636,-21.649484634399414,0.0024434609804302454
1758958415691536306,-22.68041229248047,0.0
1758958415740863912,-21.649484634399414,0.0
1758958415791444384,-21.649484634399414,0.0
1758958415840830495,-26.804122924804688,0.0
1758958415891358008,-28.86598014831543,0.0
1758958415940893497,-27.835052490234375,0.01710422709584236
1758958415991187027,-27.835052490234375,0.014660765416920185
1758958416040938177,-28.86598014831543,0.012217304669320583
1758958416091069965,-28.86598014831543,0.0
1758958416140902182,-28.86598014831543,0.0
1758958416191043465,-28.86598014831543,0.0
1758958416240856854,-28.86598014831543,0.0
1758958416291409396,-27.835052490234375,0.012217304669320583
1758958416340843210,-28.86598014831543,-0.0024434609804302454
1758958416391386388,-27.835052490234375,0.014660765416920185
1758958416440863642,-27.835052490234375,0.0
1758958416491187332,-27.835052490234375,0.0
1758958416540968926,-25.773195266723633,0.0
1758958416591213530,-23.711339950561523,0.0
1758958416640877995,-22.68041229248047,0.0
1758958416691561958,-21.649484634399414,-0.0024434609804302454
1758958416740863765,-20.61855697631836,0.009773843921720982
1758958416791193603,-15.46391773223877,0.014660765416920185
1758958416840874598,-1.6494845151901245,-0.004886921960860491
1758958416891551329,0.0,0.012217304669320583
1758958416940837305,0.0,0.012217304669320583
1758958416991420198,0.0,0.0
1758958417040966382,0.0,0.0
1758958417091243948,0.0,0.012217304669320583
1758958417140865948,0.0,-0.0024434609804302454
1758958417191249784,0.0,0.0024434609804302454
1758958417240872234,0.0,0.0
1758958417291181173,0.0,0.012217304669320583
1758958417340896289,0.0,0.0
1758958417391280887,0.0,0.012217304669320583
1758958417440835853,0.0,0.012217304669320583
1758958417491352290,0.0,0.0
1758958417540875201,0.0,0.0024434609804302454
1758958417591174565,0.0,0.014660765416920185
1758958417640808382,0.0,0.012217304669320583
1758958417691168371,0.0,0.0
1758958417740862351,0.0,0.0
1758958417791357670,0.0,0.0
1758958417840866748,0.0,0.0
1758958417891419757,0.0,0.009773843921720982
1758958417940865246,0.0,0.012217304669320583
1758958417991303755,0.0,0.0
1758958418040864247,0.0,0.0
1758958418091194921,0.0,0.012217304669320583
1758958418140817019,0.0,0.012217304669320583
1758958418191300521,0.0,0.009773843921720982
1758958418240864655,0.0,0.009773843921720982
1758958418291230703,-13.402061462402344,0.0024434609804302454
1758958418340823883,-16.494844436645508,0.01710422709584236
1758958418391206440,-17.525774002075195,0.012217304669320583
1758958418440888730,-17.525774002075195,0.012217304669320583
1758958418491372527,-16.494844436645508,0.0
1758958418540831155,-10.30927848815918,0.0
1758958418591208183,-5.15463924407959,0.0
1758958418640873473,-8.453608512878418,0.012217304669320583
1758958418691328658,-15.46391773223877,0.014660765416920185
1758958418741097451,-16.494844436645508,0.0
1758958418791376809,-15.46391773223877,0.0
1758958418841040109,-13.402061462402344,0.012217304669320583
1758958418891323079,-2.0618555545806885,0.012217304669320583
1758958418940859439,0.0,0.009773843921720982
1758958418991573358,0.0,-0.0024434609804302454
1758958419040987759,0.0,-0.0024434609804302454
1758958419091230819,0.0,0.0
1758958419140992431,0.0,0.012217304669320583
1758958419191452684,0.0,0.012217304669320583
1758958419240853827,0.0,-0.004886921960860491
1758958419291267317,0.0,0.0
1758958419340979715,0.0,0.009773843921720982
1758958419391089330,0.0,0.0024434609804302454
1758958419440889033,0.0,0.0
1758958419491247925,0.0,0.0024434609804302454
1758958419540871734,0.0,0.0
