timestamp_ns,control_signal,angular_target
1758955250670958999,0.0,0.012217304669320583
1758955250720938064,0.0,0.0
1758955250770911170,0.0,0.0
1758955250821182450,0.0,0.0
1758955250871060676,0.0,-0.0024434609804302454
1758955250921054670,0.0,0.012217304669320583
1758955250971029815,0.0,0.012217304669320583
1758955251021065327,0.0,0.0
1758955251071181704,0.0,0.012217304669320583
1758955251121236941,0.0,0.0
1758955251170901770,0.0,0.0
1758955251220938900,17.525774002075195,0.0
1758955251270934729,23.711339950561523,0.0
1758955251320943514,24.742267608642578,0.0
1758955251370951655,28.86598014831543,0.0
1758955251420967697,36.08247375488281,0.0
1758955251470999111,36.08247375488281,0.012217304669320583
1758955251521013029,36.08247375488281,0.024434609338641167
1758955251571130845,35.05154800415039,0.10995574295520782
1758955251621017239,37.1134033203125,0.2687807083129883
1758955251670904254,39.17525863647461,0.34208452701568604
1758955251721010298,39.17525863647461,0.4153883755207062
1758955251770943250,38.14432907104492,0.4031710624694824
1758955251821069435,38.14432907104492,0.4031710624694824
1758955251871019191,36.08247375488281,0.5742133259773254
1758955251921014223,35.05154800415039,0.7452555894851685
1758955251970922641,35.05154800415039,0.720820963382721
1758955252021014389,35.05154800415039,0.6475171446800232
1758955252070911475,32.989688873291016,0.39095374941825867
1758955252120999960,32.989688873291016,0.2565633952617645
1758955252171022687,38.14432907104492,0.1466076523065567
1758955252221040272,46.391754150390625,0.12217304855585098
1758955252270958956,50.515464782714844,0.10995574295520782
1758955252320945300,51.546390533447266,0.08552113175392151
1758955252370993839,62.8865966796875,0.0
1758955252421023703,67.01030731201172,0.0
1758955252470929348,85.56700897216797,0.012217304669320583
1758955252520967748,88.6597900390625,0.024434609338641167
1758955252570960448,89.69071960449219,0.08552113175392151
1758955252621086259,88.6597900390625,0.08552113175392151
1758955252671084430,89.69071960449219,0.12217304855585098
1758955252721117649,88.6597900390625,0.21991148591041565
1758955252771108478,88.6597900390625,0.2565633952617645
1758955252821148175,88.6597900390625,0.2687807083129883
1758955252870903079,89.69071960449219,0.30543261766433716
1758955252921063882,88.6597900390625,0.3543018400669098
1758955252971006136,88.6597900390625,0.3787364363670349
1758955253021111203,88.6597900390625,0.4642575681209564
1758955253070990291,88.6597900390625,0.45204028487205505
1758955253121037256,88.6597900390625,0.36651915311813354
1758955253170918635,88.6597900390625,0.3298672139644623
1758955253221039736,88.6597900390625,0.2932153046131134
1758955253271019622,88.6597900390625,0.24434609711170197
1758955253321133519,88.6597900390625,0.24434609711170197
1758955253371028553,89.69071960449219,0.2687807083129883
1758955253421022285,88.6597900390625,0.3176499307155609
1758955253471110368,88.6597900390625,0.3543018400669098
1758955253521146380,89.69071960449219,0.39095374941825867
1758955253571005395,88.6597900390625,0.42760565876960754
1758955253620948086,88.6597900390625,0.4398229718208313
1758955253670975608,89.69071960449219,0.4642575681209564
1758955253721030031,89.69071960449219,0.5253441333770752
1758955253771031558,88.6597900390625,0.513126790523529
1758955253821038740,88.6597900390625,0.513126790523529
1758955253870995099,89.69071960449219,0.513126790523529
1758955253921025428,88.6597900390625,0.48869219422340393
1758955253971046742,88.6597900390625,0.48869219422340393
1758955254020934522,89.69071960449219,0.48869219422340393
1758955254071071266,88.6597900390625,0.4764748811721802
1758955254121015545,88.6597900390625,0.4642575681209564
1758955254171006836,88.6597900390625,0.45204028487205505
1758955254221045131,88.6597900390625,0.4031710624694824
1758955254271014556,86.59793853759766,0.3298672139644623
1758955254321126002,86.59793853759766,0.28099802136421204
1758955254371014723,85.56700897216797,0.24434609711170197
1758955254421042641,84.53607940673828,0.17104226350784302
1758955254471014233,83.50515747070312,0.1466076523065567
1758955254521087179,83.50515747070312,0.04886921867728233
1758955254571008671,82.47422790527344,0.012217304669320583
1758955254621030681,82.47422790527344,0.0
1758955254670934428,82.47422790527344,0.0
1758955254721018647,82.47422790527344,0.0
1758955254770971203,82.47422790527344,0.024434609338641167
1758955254821027245,82.47422790527344,0.024434609338641167
1758955254870940557,82.2680435180664,0.036651913076639175
1758955254920958873,83.50515747070312,0.06108652427792549
1758955254971007296,84.53607940673828,0.08552113175392151
1758955255020994955,88.6597900390625,0.10995574295520782
1758955255070918650,88.6597900390625,0.1368338167667389
1758955255121016869,88.6597900390625,0.12217304855585098
1758955255171017335,89.69071960449219,0.10995574295520782
1758955255221049043,88.6597900390625,0.08552113175392151
1758955255271005353,88.6597900390625,0.07330382615327835
1758955255321015140,88.6597900390625,0.07330382615327835
1758955255371003821,89.69071960449219,0.07330382615327835
1758955255421015947,88.6597900390625,0.1466076523065567
1758955255471015207,88.6597900390625,0.2321287840604782
