timestamp_ns,control_signal,angular_target
1758954572764270003,0.0,0.0
1758954572814159205,0.0,0.0
1758954572864168388,0.0,0.0
1758954572914164764,0.0,0.012217304669320583
1758954572964275996,0.0,0.0
1758954573014207859,0.0,0.0
1758954573064333446,0.0,0.012217304669320583
1758954573114176977,0.0,0.0
1758954573164281481,0.0,0.0
1758954573214186587,0.0,0.0
1758954573264177298,0.0,0.012217304669320583
1758954573314308795,0.0,0.0
1758954573364160954,0.0,0.0
1758954573414167989,0.0,0.012217304669320583
1758954573464205178,0.0,0.0
1758954573514208293,0.0,0.0
1758954573564252004,0.0,0.0
1758954573614288001,0.0,-0.09773843735456467
1758954573664194690,0.0,-0.4398229718208313
1758954573714268818,0.0,-0.6963863968849182
1758954573764306703,0.0,-0.8429940342903137
1758954573814144898,0.0,-0.940732479095459
1758954573864268276,4.123711109161377,-1.0873401165008545
1758954573914308133,18.55670166015625,-1.2217304706573486
1758954573964213635,19.587629318237305,-1.2217304706573486
1758954574014210942,18.55670166015625,-1.1606439352035522
1758954574064270221,18.55670166015625,-1.1239920854568481
1758954574114289534,18.55670166015625,-1.1117746829986572
1758954574164290656,18.55670166015625,-1.0629055500030518
1758954574214240801,18.55670166015625,-1.0629055500030518
1758954574264285345,18.55670166015625,-1.0629055500030518
1758954574314238882,23.711339950561523,-1.0751228332519531
1758954574364174900,22.68041229248047,-1.0751228332519531
1758954574414317356,22.68041229248047,-1.0751228332519531
1758954574464160313,22.68041229248047,-1.0629055500030518
1758954574514126981,22.68041229248047,-1.0140362977981567
1758954574564099913,22.68041229248047,-0.8552113175392151
1758954574614317684,23.711339950561523,-0.5497786998748779
1758954574664444337,28.86598014831543,-0.4764748811721802
1758954574714245510,35.05154800415039,-0.4642575681209564
1758954574764264569,35.05154800415039,-0.48869219422340393
1758954574814275163,42.26803970336914,-0.5497786998748779
1758954574864171799,41.23711395263672,-0.5864306092262268
1758954574914126563,42.26803970336914,-0.7086036801338196
1758954574964137422,41.23711395263672,-0.8307767510414124
1758954575014116926,42.26803970336914,-1.1239920854568481
1758954575064124461,43.29896926879883,-1.2217304706573486
1758954575114301544,43.29896926879883,-1.2217304706573486
1758954575164340895,43.29896926879883,-1.2217304706573486
1758954575214189816,44.32989501953125,-1.2217304706573486
1758954575264303847,44.32989501953125,-1.2217304706573486
1758954575314172548,44.32989501953125,-1.2217304706573486
1758954575364213137,44.32989501953125,-1.2217304706573486
1758954575414185027,44.32989501953125,-1.2217304706573486
1758954575464268138,44.32989501953125,-1.2217304706573486
1758954575514283044,49.484535217285156,-1.2217304706573486
1758954575564326248,52.57732009887695,-1.2217304706573486
1758954575614383293,52.57732009887695,-1.2217304706573486
1758954575664209313,51.546390533447266,-1.2217304706573486
